time,source,dest,direction,
1480046571,00-17-0d-00-00-58-eb-5b,00-17-0d-00-00-58-e9-cb,3,
1480076929,00-17-0d-00-00-58-eb-69,00-17-0d-00-00-58-f5-23,3,
1480082571,00-17-0d-00-00-58-eb-5b,00-17-0d-00-00-58-e9-cb,3,
1480089771,00-17-0d-00-00-58-f9-c4,00-17-0d-00-00-30-5d-39,3,
1480096971,00-17-0d-00-00-58-f4-f8,00-17-0d-00-00-58-e9-cb,3,
1480104171,00-17-0d-00-00-38-03-dd,00-17-0d-00-00-58-f5-23,3,
1480111371,00-17-0d-00-00-58-f8-63,00-17-0d-00-00-38-03-dd,3,
1480118571,00-17-0d-00-00-58-eb-5b,00-17-0d-00-00-58-f5-58,3,
1480125542,00-17-0d-00-00-58-eb-69,00-17-0d-00-00-58-f8-8f,3,
1480125771,00-17-0d-00-00-58-eb-5b,00-17-0d-00-00-58-f5-58,3,
1480140171,00-17-0d-00-00-58-f4-f8,00-17-0d-00-00-58-f5-58,3,
1480140843,00-17-0d-00-00-58-eb-69,00-17-0d-00-00-58-f8-8f,3,
1480147371,00-17-0d-00-00-58-f9-c4,00-17-0d-00-00-58-eb-67,3,
1480161771,00-17-0d-00-00-58-f5-23,00-17-0d-00-00-58-e9-ca,3,
1480176171,00-17-0d-00-00-58-eb-67,00-17-0d-00-00-58-f5-23,3,
1480176172,00-17-0d-00-00-58-f5-3c,00-17-0d-00-00-58-f8-8f,3,
1480197772,00-17-0d-00-00-58-f5-23,00-17-0d-00-00-58-f4-f8,3,
1480204972,00-17-0d-00-00-58-eb-5b,00-17-0d-00-00-58-f5-58,3,
1480248172,00-17-0d-00-00-58-e9-ca,00-17-0d-00-00-58-eb-67,3,
1480255372,00-17-0d-00-00-58-f5-23,00-17-0d-00-00-58-e9-ca,3,
1480262572,00-17-0d-00-00-38-03-dd,00-17-0d-00-00-58-e9-ca,3,
1480269547,00-17-0d-00-00-58-eb-69,00-17-0d-00-00-58-f8-8f,3,
1480269772,00-17-0d-00-00-58-e9-ca,00-17-0d-00-00-58-f4-f8,3,
1480276972,00-17-0d-00-00-58-f8-8f,00-17-0d-00-00-58-eb-5b,3,
1480291372,00-17-0d-00-00-58-f8-8f,00-17-0d-00-00-58-f5-23,3,
1480305773,00-17-0d-00-00-58-f3-17,00-17-0d-00-00-30-5d-39,3,
1480312973,00-17-0d-00-00-58-f8-78,00-17-0d-00-00-58-f5-23,3,
1480320173,00-17-0d-00-00-58-f4-f8,00-17-0d-00-00-58-f8-8f,3,
1480329852,00-17-0d-00-00-58-eb-69,00-17-0d-00-00-58-f8-8f,3,
1480334573,00-17-0d-00-00-58-e9-cb,00-17-0d-00-00-58-eb-5b,3,
1480341773,00-17-0d-00-00-58-eb-67,00-17-0d-00-00-58-f5-23,3,
1480345150,00-17-0d-00-00-58-eb-69,00-17-0d-00-00-58-f8-8f,3,
1480348973,00-17-0d-00-00-58-f8-8f,00-17-0d-00-00-58-f5-23,3,
1480352350,00-17-0d-00-00-58-eb-69,00-17-0d-00-00-58-f8-8f,3,
1480356173,00-17-0d-00-00-58-f4-f8,00-17-0d-00-00-58-eb-5b,3,
1480375751,00-17-0d-00-00-58-eb-69,00-17-0d-00-00-58-f8-8f,3,
1480377773,00-17-0d-00-00-58-f9-c4,00-17-0d-00-00-58-f8-8f,3,
1480384973,00-17-0d-00-00-58-f8-8f,00-17-0d-00-00-58-eb-5b,3,
1480391054,00-17-0d-00-00-58-eb-69,00-17-0d-00-00-58-f8-8f,3,
1480398252,00-17-0d-00-00-58-eb-69,00-17-0d-00-00-58-f8-8f,3,
1480399139,00-17-0d-00-00-58-eb-69,00-17-0d-00-00-58-f5-23,3,
1480399374,00-17-0d-00-00-58-eb-64,00-17-0d-00-00-58-f5-58,3,
1480400040,00-17-0d-00-00-58-eb-69,00-17-0d-00-00-58-f5-23,3,
1480405454,00-17-0d-00-00-58-eb-69,00-17-0d-00-00-58-f8-8f,3,
1480406351,00-17-0d-00-00-58-eb-69,00-17-0d-00-00-58-f8-8f,3,
1480406574,00-17-0d-00-00-58-e9-cb,00-17-0d-00-00-58-eb-5b,3,
1480407243,00-17-0d-00-00-58-eb-69,00-17-0d-00-00-58-f5-23,3,
1480413774,00-17-0d-00-00-58-e9-cb,00-17-0d-00-00-58-f5-58,3,
1480428174,00-17-0d-00-00-58-f5-23,00-17-0d-00-00-58-f4-f8,3,
1480435374,00-17-0d-00-00-58-f9-c4,00-17-0d-00-00-58-eb-67,3,
1480442574,00-17-0d-00-00-58-f8-8f,00-17-0d-00-00-58-f3-17,3,
1480444263,00-17-0d-00-00-58-f8-78,00-17-0d-00-00-58-f8-8f,3,
1480444327,00-17-0d-00-00-58-f8-78,00-17-0d-00-00-58-f3-17,3,
1480444397,00-17-0d-00-00-58-f8-78,00-17-0d-00-00-58-eb-67,3,
1480444458,00-17-0d-00-00-58-f8-78,00-17-0d-00-00-58-f8-8f,3,
1480446577,00-17-0d-00-00-58-f8-78,00-17-0d-00-00-38-03-dd,3,
1480449774,00-17-0d-00-00-58-eb-67,00-17-0d-00-00-58-f5-23,3,
1480456974,00-17-0d-00-00-58-f9-c4,00-17-0d-00-00-58-f3-17,3,
1480464174,00-17-0d-00-00-58-e9-ca,00-17-0d-00-00-58-eb-5b,3,
1480471374,00-17-0d-00-00-58-f9-c4,00-17-0d-00-00-58-eb-5b,3,
1480481955,00-17-0d-00-00-58-eb-69,00-17-0d-00-00-58-f8-8f,3,
1480485775,00-17-0d-00-00-58-eb-67,00-17-0d-00-00-58-f8-8f,3,
1480507375,00-17-0d-00-00-58-f8-78,00-17-0d-00-00-58-f3-17,3,
